1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,SalePrice
1350.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1064.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,TA,1,CBlock,2,Typ,478.0,2,TA,RFn,TA,Attchd,1974.0,1350.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,10140.0,Inside,78.0,Reg,0.0,20,RL,174.0,BrkFace,None,0.0,8,NWAmes,0.0,5,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,1064.0,AllPub,0.0,1974,1974,2009,165000.0
1576.0,978.0,0.0,Grvl,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,718.0,Y,Norm,Norm,SBrkr,143.0,Gd,TA,Wd Sdng,VinylSd,None,None,0,BrkTil,1,Typ,704.0,2,TA,Unf,TA,Detchd,1996.0,2554.0,1,GasA,Ex,2Story,1,TA,Bnk,Gtl,10800.0,Inside,60.0,Reg,0.0,70,RM,0.0,None,None,0.0,7,OldTown,48.0,8,7,P,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,718.0,AllPub,0.0,1890,1998,2007,159500.0
1178.0,0.0,0.0,None,3,1Fam,TA,No,1084.0,0.0,BLQ,Unf,0,1,Gd,92.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,Fa,1,CBlock,1,Typ,439.0,2,TA,Unf,TA,Attchd,1973.0,1178.0,1,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10000.0,Inside,80.0,Reg,0.0,20,RL,0.0,None,None,0.0,11,NWAmes,0.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1176.0,AllPub,224.0,1973,2000,2008,157000.0
1325.0,1093.0,0.0,None,3,1Fam,TA,Gd,1173.0,0.0,GLQ,Unf,1,0,Gd,138.0,Y,Norm,Norm,SBrkr,216.0,TA,Gd,Wd Sdng,ImStucc,None,TA,1,PConc,2,Typ,983.0,3,TA,RFn,TA,Attchd,1993.0,2418.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10542.0,Inside,96.0,Reg,0.0,60,RL,651.0,BrkFace,None,0.0,8,NoRidge,154.0,5,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,9,1311.0,AllPub,250.0,1993,1994,2008,341000.0
971.0,0.0,0.0,None,3,1Fam,TA,Gd,523.0,0.0,ALQ,Unf,0,0,Gd,448.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,None,Po,1,CBlock,1,Typ,300.0,1,TA,Unf,TA,Attchd,1969.0,971.0,1,GasA,TA,1Story,1,TA,Lvl,Gtl,9920.0,Inside,69.0,IR1,0.0,20,RL,0.0,None,None,0.0,5,CollgCr,0.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,971.0,AllPub,0.0,1969,1969,2006,128500.0
1742.0,0.0,0.0,None,2,1Fam,TA,Gd,1148.0,0.0,GLQ,Unf,1,0,Gd,594.0,Y,Norm,Norm,SBrkr,234.0,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,564.0,2,TA,RFn,TA,Attchd,1985.0,1742.0,0,GasA,TA,1Story,1,Gd,Low,Mod,6563.0,CulDSac,59.9111111111111,IR1,0.0,120,RL,0.0,None,None,0.0,12,StoneBr,28.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1742.0,AllPub,114.0,1985,1985,2006,275000.0
848.0,0.0,0.0,None,1,TwnhsE,TA,Av,662.0,0.0,GLQ,Unf,1,0,Gd,186.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,1,Typ,420.0,2,TA,RFn,TA,Attchd,2004.0,848.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4426.0,Inside,66.52818951391959,Reg,0.0,120,RM,169.0,BrkFace,None,0.0,5,CollgCr,0.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,3,848.0,AllPub,160.0,2004,2004,2010,143000.0
864.0,0.0,0.0,None,3,1Fam,TA,No,191.0,0.0,ALQ,Unf,0,0,TA,673.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,463.0,2,TA,Unf,TA,Detchd,1994.0,864.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8120.0,Inside,70.0,Reg,0.0,20,RL,0.0,None,None,0.0,7,NAmes,0.0,7,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1970,1970,2009,124500.0
997.0,473.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,941.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,548.0,1,TA,Unf,TA,Detchd,1958.0,1470.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8172.0,Inside,60.0,Reg,0.0,50,RL,0.0,None,None,0.0,5,Edwards,0.0,6,4,Y,0.0,None,CompShg,Gable,Normal,WD,156.0,Pave,7,941.0,AllPub,0.0,1954,1972,2008,135000.0
1698.0,0.0,0.0,None,3,1Fam,TA,No,1234.0,0.0,GLQ,Unf,1,0,Ex,464.0,Y,Norm,Norm,SBrkr,0.0,TA,Ex,CemntBd,CmentBd,None,Gd,1,PConc,2,Typ,768.0,3,TA,Fin,TA,Attchd,2007.0,1698.0,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,13286.0,Inside,86.0,IR1,0.0,20,RL,340.0,Stone,None,0.0,2,Edwards,64.0,5,9,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,8,1698.0,AllPub,327.0,2007,2008,2009,320000.0
864.0,0.0,0.0,None,3,1Fam,TA,No,375.0,239.0,ALQ,BLQ,0,0,TA,250.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,None,None,0,CBlock,1,Typ,660.0,2,TA,Unf,TA,Detchd,1989.0,864.0,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,6960.0,Inside,60.0,Reg,0.0,20,RL,0.0,None,Shed,500.0,11,NAmes,0.0,6,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,864.0,AllPub,96.0,1970,1970,2009,120500.0
1680.0,0.0,182.0,None,3,1Fam,TA,No,808.0,0.0,GLQ,Unf,1,0,Gd,72.0,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,Wd Sdng,Plywood,None,Gd,1,CBlock,2,Typ,540.0,2,TA,Fin,TA,Attchd,1988.0,1680.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,21695.0,Corner,147.29222654301893,IR1,0.0,20,RL,260.0,BrkFace,None,0.0,12,Crawfor,44.0,9,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,880.0,AllPub,292.0,1988,2007,2009,222000.0
1232.0,0.0,0.0,None,2,1Fam,TA,Av,724.0,0.0,GLQ,Unf,1,0,Gd,508.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,632.0,2,TA,RFn,TA,Attchd,2007.0,1232.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7314.0,Inside,64.0,Reg,0.0,20,RL,82.0,Stone,None,0.0,2,CollgCr,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1232.0,AllPub,132.0,2007,2007,2009,194500.0
1776.0,0.0,0.0,None,4,Duplex,None,None,0.0,0.0,None,None,1,0,None,1584.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,2,Typ,888.0,3,TA,Unf,TA,Detchd,1968.0,1776.0,0,GasA,TA,1Story,2,TA,Lvl,Gtl,11475.0,Corner,85.0,Reg,0.0,90,RL,95.0,BrkFace,None,0.0,7,NAmes,25.0,5,5,Y,0.0,None,CompShg,Gable,Abnorml,COD,0.0,Pave,9,1584.0,AllPub,0.0,1958,1958,2009,110000.0
848.0,0.0,0.0,Grvl,2,1Fam,TA,No,152.0,0.0,BLQ,Unf,0,0,TA,628.0,Y,Norm,Norm,FuseA,112.0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,539.0,2,TA,Unf,TA,Detchd,1962.0,1208.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6240.0,Inside,52.0,Reg,360.0,30,RM,0.0,None,None,0.0,1,IDOTRR,23.0,5,4,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,780.0,AllPub,0.0,1925,1950,2009,103000.0
1616.0,0.0,0.0,None,2,TwnhsE,TA,No,1180.0,0.0,GLQ,Unf,1,0,Gd,415.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,CemntBd,CmentBd,None,TA,1,PConc,2,Typ,608.0,2,TA,RFn,TA,Attchd,1995.0,1616.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5389.0,Inside,39.0,IR1,0.0,120,RL,0.0,None,None,0.0,3,StoneBr,152.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1595.0,AllPub,237.0,1995,1996,2010,236500.0
1146.0,0.0,0.0,None,3,1Fam,TA,Av,786.0,0.0,GLQ,Unf,1,0,Ex,82.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,438.0,2,TA,Fin,TA,Attchd,2003.0,1146.0,0,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,9590.0,Corner,73.0,IR1,0.0,80,RL,442.0,BrkFace,None,0.0,5,Timber,22.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,868.0,AllPub,160.0,2003,2003,2007,187500.0
1153.0,878.0,0.0,None,3,1Fam,TA,Av,252.0,0.0,ALQ,Unf,0,0,Gd,901.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,541.0,2,TA,Fin,TA,Attchd,1998.0,2031.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11404.0,Inside,75.0,IR1,0.0,60,RL,202.0,BrkFace,None,0.0,7,CollgCr,84.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1153.0,AllPub,192.0,1998,1999,2008,222500.0
1144.0,0.0,0.0,None,3,1Fam,TA,No,594.0,0.0,BLQ,Unf,1,0,TA,270.0,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdWo,TA,1,CBlock,1,Typ,264.0,1,TA,RFn,TA,Attchd,1961.0,1144.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10000.0,Corner,80.0,Reg,0.0,20,RL,0.0,None,Shed,400.0,3,Sawyer,0.0,6,5,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,6,864.0,AllPub,165.0,1961,1983,2009,131400.0
948.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,948.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,None,0,PConc,1,Typ,300.0,1,TA,Unf,TA,Attchd,1968.0,948.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8978.0,Corner,94.75230867899737,IR1,0.0,20,RL,0.0,None,None,0.0,5,Sawyer,0.0,5,5,Y,0.0,None,CompShg,Gable,Family,WD,0.0,Pave,6,948.0,AllPub,147.0,1968,1968,2007,108000.0
880.0,888.0,0.0,None,2,1Fam,TA,Mn,390.0,0.0,Rec,Unf,0,0,Gd,490.0,N,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,None,TA,2,BrkTil,1,Typ,320.0,2,TA,Unf,TA,Detchd,1914.0,1768.0,1,GasW,Fa,2.5Unf,1,TA,Lvl,Gtl,10800.0,Inside,60.0,Reg,0.0,75,RM,0.0,None,None,0.0,10,OldTown,341.0,7,7,N,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,880.0,AllPub,0.0,1914,1970,2006,163000.0
1040.0,0.0,0.0,None,2,Duplex,None,None,0.0,0.0,None,None,0,0,None,0.0,N,Norm,Norm,FuseF,0.0,TA,TA,Stucco,Stone,None,None,0,CBlock,2,Typ,400.0,2,TA,Unf,TA,Detchd,1949.0,1040.0,0,GasA,Gd,1Story,2,TA,Lvl,Gtl,8544.0,Inside,60.0,Reg,0.0,90,RL,0.0,None,None,0.0,7,NAmes,0.0,4,3,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,0.0,AllPub,0.0,1950,1950,2006,93500.0
901.0,900.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,893.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,800.0,3,TA,Fin,TA,Attchd,2005.0,1801.0,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,10463.0,CulDSac,72.0,IR1,0.0,60,RL,0.0,None,None,0.0,6,Gilbert,116.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,893.0,AllPub,0.0,2005,2005,2006,239900.0
864.0,864.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,864.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,572.0,2,TA,RFn,TA,Attchd,2004.0,1728.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9313.0,Inside,65.0,IR1,0.0,60,RL,0.0,None,None,0.0,4,CollgCr,56.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,864.0,AllPub,187.0,2004,2004,2009,190000.0
768.0,664.0,0.0,Grvl,2,1Fam,None,None,0.0,0.0,None,None,0,0,None,264.0,Y,Norm,Norm,SBrkr,112.0,Gd,TA,Wd Sdng,Wd Shng,GdPrv,None,0,BrkTil,2,Typ,360.0,2,Gd,Unf,TA,Detchd,1910.0,1432.0,0,GasA,Ex,2Story,1,TA,Lvl,Gtl,9600.0,Inside,60.0,Reg,0.0,70,RM,0.0,None,None,0.0,5,OldTown,0.0,7,5,Y,0.0,None,CompShg,Gable,Abnorml,WD,0.0,Pave,7,264.0,AllPub,270.0,1910,2002,2007,132000.0
912.0,0.0,0.0,None,3,1Fam,TA,Mn,832.0,0.0,GLQ,Unf,1,1,TA,80.0,Y,Feedr,Norm,SBrkr,0.0,Gd,TA,HdBoard,HdBoard,GdPrv,None,0,CBlock,1,Typ,288.0,1,TA,Unf,TA,Detchd,1962.0,912.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,6768.0,Inside,65.0,IR1,0.0,20,RL,0.0,None,None,0.0,5,Sawyer,0.0,8,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,912.0,AllPub,168.0,1961,1996,2008,142000.0
1349.0,0.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1349.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,GdPrv,None,0,PConc,2,Typ,539.0,2,TA,Unf,TA,Attchd,2000.0,1349.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8450.0,Inside,65.0,Reg,0.0,20,RL,108.0,BrkFace,None,0.0,12,SawyerW,55.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1349.0,AllPub,120.0,2000,2001,2007,179000.0
1464.0,0.0,0.0,None,3,1Fam,TA,Av,444.0,0.0,ALQ,Unf,0,1,Gd,76.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,None,TA,1,CBlock,2,Min2,480.0,2,TA,RFn,TA,Attchd,1997.0,1464.0,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,12886.0,Inside,70.0,IR1,0.0,80,RL,0.0,None,None,0.0,10,Sawyer,0.0,6,5,Y,0.0,None,CompShg,Gable,Normal,WD,100.0,Pave,6,520.0,AllPub,302.0,1963,1999,2009,175000.0
1337.0,0.0,168.0,None,2,TwnhsE,TA,No,733.0,0.0,GLQ,Unf,1,0,Gd,604.0,Y,Norm,Norm,SBrkr,70.0,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,462.0,2,TA,RFn,TA,Attchd,1993.0,1337.0,0,GasA,Gd,1Story,1,Gd,HLS,Gtl,5395.0,Inside,41.0,IR1,0.0,120,RL,0.0,None,None,0.0,10,StoneBr,0.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1337.0,AllPub,96.0,1993,1993,2008,180000.0
1175.0,1540.0,0.0,None,4,1Fam,Gd,No,575.0,80.0,GLQ,ALQ,0,1,TA,487.0,Y,Norm,Norm,SBrkr,0.0,Gd,Ex,VinylSd,VinylSd,None,TA,2,CBlock,3,Typ,831.0,2,TA,Fin,TA,BuiltIn,1994.0,2715.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8963.0,Inside,94.6731218456432,IR1,0.0,60,RL,289.0,BrkFace,None,0.0,7,NWAmes,204.0,9,8,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,11,1142.0,AllPub,0.0,1976,1996,2008,299800.0
980.0,1276.0,0.0,None,4,1Fam,TA,No,300.0,0.0,GLQ,Unf,0,0,Gd,652.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,554.0,2,TA,Fin,TA,BuiltIn,2000.0,2256.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8795.0,Inside,93.78166132032423,IR1,0.0,60,RL,0.0,None,None,0.0,4,Gilbert,54.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,952.0,AllPub,224.0,2000,2000,2009,236000.0
1320.0,1320.0,0.0,Pave,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,1240.0,N,Norm,Norm,SBrkr,386.0,TA,Gd,Stucco,Stucco,None,Gd,1,Stone,1,Typ,864.0,4,TA,Unf,TA,Detchd,1950.0,2640.0,1,GasW,TA,2Story,1,Gd,Lvl,Gtl,11700.0,Corner,65.0,IR1,0.0,70,RM,0.0,None,None,0.0,5,OldTown,0.0,7,7,N,0.0,None,CompShg,Mansard,Normal,WD,0.0,Pave,8,1240.0,AllPub,181.0,1880,2003,2009,265979.0
1720.0,0.0,0.0,None,3,1Fam,TA,No,919.0,0.0,GLQ,Unf,1,0,Gd,801.0,Y,Norm,Norm,SBrkr,154.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,527.0,2,TA,Fin,TA,Attchd,1996.0,1720.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10593.0,Inside,59.0,IR1,0.0,20,RL,338.0,BrkFace,None,0.0,3,NoRidge,56.0,5,7,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,7,1720.0,AllPub,240.0,1996,1996,2010,260400.0
1088.0,441.0,0.0,None,4,1Fam,None,None,0.0,0.0,None,None,0,0,None,0.0,N,Norm,Norm,FuseF,185.0,TA,TA,WdShing,Wd Shng,None,None,0,Slab,2,Mod,240.0,1,TA,Unf,TA,Detchd,1945.0,1529.0,0,Wall,TA,1.5Fin,1,TA,Lvl,Gtl,8405.0,Inside,50.0,Reg,0.0,50,RL,0.0,None,None,0.0,4,Edwards,0.0,3,4,N,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,9,0.0,AllPub,92.0,1945,1950,2009,98000.0
660.0,660.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,660.0,Y,RRAn,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,400.0,2,TA,Fin,TA,Attchd,2003.0,1320.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,7750.0,Inside,88.03408430829504,Reg,0.0,60,RL,0.0,None,None,0.0,8,Gilbert,48.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,660.0,AllPub,0.0,2003,2003,2007,162000.0
1494.0,0.0,0.0,None,3,1Fam,TA,Gd,1200.0,0.0,GLQ,Unf,1,0,Gd,279.0,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,576.0,2,TA,RFn,TA,Attchd,1997.0,1494.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9236.0,Inside,79.0,IR1,0.0,20,RL,0.0,None,None,0.0,7,CollgCr,27.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,1479.0,AllPub,168.0,1997,1997,2006,217000.0
1038.0,1060.0,0.0,None,3,1Fam,None,None,0.0,0.0,None,None,0,0,None,1030.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,878.0,3,TA,RFn,TA,Attchd,2005.0,2098.0,1,GasA,Gd,2Story,1,Ex,Lvl,Gtl,10240.0,Inside,80.0,Reg,0.0,60,RL,178.0,BrkFace,None,0.0,3,NridgHt,52.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,8,1030.0,AllPub,192.0,2005,2005,2006,275500.0
1026.0,0.0,0.0,None,3,1Fam,TA,No,439.0,472.0,GLQ,LwQ,1,0,TA,115.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,None,None,0,CBlock,1,Typ,440.0,2,TA,RFn,TA,Detchd,1969.0,1026.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,7930.0,Inside,61.0,Reg,0.0,20,RL,0.0,None,None,0.0,7,NAmes,48.0,8,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1026.0,AllPub,171.0,1969,2005,2009,156000.0
742.0,729.0,0.0,Pave,3,TwnhsE,TA,No,381.0,0.0,GLQ,Unf,0,0,Gd,348.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,440.0,2,TA,Unf,TA,Detchd,1999.0,1471.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,3230.0,Inside,34.0,Reg,0.0,160,FV,894.0,BrkFace,None,0.0,3,Somerst,24.0,5,6,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,729.0,AllPub,0.0,1999,1999,2009,172500.0
866.0,902.0,0.0,None,3,1Fam,TA,Av,20.0,0.0,GLQ,Unf,0,0,Gd,846.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,578.0,2,TA,RFn,TA,Attchd,2007.0,1768.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10769.0,Inside,68.0,IR1,0.0,60,RL,0.0,None,None,0.0,4,CollgCr,105.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,7,866.0,AllPub,144.0,2007,2007,2009,212000.0
672.0,714.0,0.0,None,3,1Fam,TA,Mn,438.0,0.0,Rec,Unf,0,0,TA,234.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,GdPrv,TA,1,CBlock,2,Typ,440.0,2,TA,Fin,TA,Attchd,1978.0,1386.0,1,GasA,TA,2Story,1,TA,Lvl,Gtl,11616.0,CulDSac,59.9111111111111,IR1,0.0,60,RL,328.0,BrkCmn,None,0.0,4,Sawyer,0.0,5,6,Y,0.0,None,CompShg,Hip,Abnorml,WD,0.0,Pave,6,672.0,AllPub,335.0,1978,1978,2010,158900.0
757.0,744.0,0.0,Pave,3,Twnhs,TA,No,549.0,0.0,ALQ,Unf,0,0,Gd,195.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,None,None,0,PConc,2,Typ,440.0,2,TA,Unf,TA,Detchd,1999.0,1501.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,2280.0,Inside,24.0,Reg,0.0,160,FV,360.0,BrkFace,None,0.0,8,Somerst,0.0,5,7,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,6,744.0,AllPub,0.0,1999,1999,2008,179400.0
1328.0,1203.0,0.0,None,4,1Fam,TA,Av,56.0,64.0,LwQ,ALQ,0,0,Gd,1198.0,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,752.0,3,TA,RFn,TA,Attchd,1995.0,2531.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12257.0,Inside,65.0,IR1,0.0,60,RL,513.0,BrkFace,None,0.0,11,NoRidge,98.0,5,8,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,9,1318.0,AllPub,222.0,1995,1995,2007,290000.0
864.0,0.0,0.0,None,2,1Fam,TA,No,612.0,0.0,Rec,Unf,0,0,TA,252.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,300.0,1,Ex,Unf,Ex,Detchd,2008.0,864.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,9100.0,Inside,70.0,Reg,0.0,20,RL,0.0,None,Shed,450.0,10,NAmes,0.0,6,6,Y,0.0,None,CompShg,Hip,Normal,WD,0.0,Pave,5,864.0,AllPub,0.0,1959,1959,2009,127500.0
1301.0,0.0,0.0,None,2,1Fam,TA,Mn,405.0,0.0,LwQ,Unf,0,0,TA,740.0,Y,Feedr,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,PConc,1,Min1,440.0,2,TA,Unf,TA,Detchd,1965.0,1301.0,0,GasA,TA,1Story,1,Fa,Lvl,Gtl,6911.0,FR2,60.0,Reg,0.0,30,RM,0.0,None,None,0.0,10,BrkSide,0.0,5,5,Y,0.0,None,CompShg,Gable,Normal,WD,0.0,Pave,5,1145.0,AllPub,0.0,1924,1950,2009,100000.0
764.0,783.0,0.0,None,3,1Fam,TA,Mn,24.0,0.0,GLQ,Unf,0,0,Gd,732.0,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,2,Typ,614.0,2,TA,Unf,TA,Attchd,2009.0,1547.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8640.0,Inside,72.0,Reg,0.0,60,FV,0.0,None,None,0.0,6,Somerst,45.0,5,7,Y,0.0,None,CompShg,Gable,Normal,Con,0.0,Pave,7,756.0,AllPub,169.0,2009,2009,2010,215200.0
